"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Genus","Family","Family Common Name","Order","SubClass","Class","SubDivision","Division","Kingdom","Duration","Growth Habit","Active Growth Period","Shape and Orientation","Toxicity","Palatable Human"
"ABCO","","Abies concolor","white fir","Gymnosperm","Abies","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"ABLA","","Abies lasiocarpa","subalpine fir","Gymnosperm","Abies","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"ACGL","","Acer glabrum","Rocky Mountain maple","Dicot","Acer","Aceraceae","Maple family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"ACGR3","","Acer grandidentatum","bigtooth maple","Dicot","Acer","Aceraceae","Maple family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"ACNE2","","Acer negundo","boxelder","Dicot","Acer","Aceraceae","Maple family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","Yes"
"ACMI2","","Achillea millefolium","common yarrow","Dicot","Achillea","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","Slight","No"
"ACMIO","","Achillea millefolium var. occidentalis","western yarrow","Dicot","Achillea","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","Slight","No"
"ACHY","","Achnatherum hymenoides","Indian ricegrass","Monocot","Achnatherum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"ACSP12","","Achnatherum speciosum","desert needlegrass","Monocot","Achnatherum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"ACCO4","","Aconitum columbianum","Columbian monkshood","Dicot","Aconitum","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Moderate","No"
"ADCA","","Adiantum capillus-veneris","common maidenhair","Fern","Adiantum","Pteridaceae","Maidenhair Fern family","Polypodiales","","Filicopsida","","Pteridophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"AGUT","","Agave utahensis","Utah agave","Monocot","Agave","Agavaceae","Century-plant family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub, Forb/herb","Spring and Summer","Erect","None","No"
"AGGR2","","Agrimonia gryposepala","tall hairy agrimony","Dicot","Agrimonia","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"AGST","","Agrimonia striata","roadside agrimony","Dicot","Agrimonia","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"AGDE2","","Agropyron desertorum","desert wheatgrass","Monocot","Agropyron","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Fall","Erect","None","No"
"AGEX","","Agrostis exarata","spike bentgrass","Monocot","Agrostis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"AGGI2","","Agrostis gigantea","redtop","Monocot","Agrostis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Decumbent","None","No"
"AGID","","Agrostis idahoensis","Idaho bentgrass","Monocot","Agrostis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"AGST2","","Agrostis stolonifera","creeping bentgrass","Monocot","Agrostis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"AIAL","","Ailanthus altissima","tree of heaven","Dicot","Ailanthus","Simaroubaceae","Quassia family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Rounded","Moderate","No"
"ALJU","","Albizia julibrissin","silktree","Dicot","Albizia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"ALGR","","Alisma gramineum","narrowleaf water plantain","Monocot","Alisma","Alismataceae","Water-plantain family","Alismatales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ALSU","","Alisma subcordatum","American water plantain","Monocot","Alisma","Alismataceae","Water-plantain family","Alismatales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ALAC4","","Allium acuminatum","tapertip onion","Monocot","Allium","Liliaceae","Lily family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","Yes"
"ALIN2","","Alnus incana","gray alder","Dicot","Alnus","Betulaceae","Birch family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"ALINT","","Alnus incana ssp. tenuifolia","thinleaf alder","Dicot","Alnus","Betulaceae","Birch family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"ALAE","","Alopecurus aequalis","shortawn foxtail","Monocot","Alopecurus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Decumbent","None","No"
"ALAR","","Alopecurus arundinaceus","creeping meadow foxtail","Monocot","Alopecurus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"ALCA4","","Alopecurus carolinianus","Carolina foxtail","Monocot","Alopecurus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring","Erect","None","No"
"AMDU2","","Ambrosia dumosa","burrobush","Dicot","Ambrosia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Semi-Erect","None","No"
"AMUT","","Amelanchier utahensis","Utah serviceberry","Dicot","Amelanchier","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","Yes"
"AMCO","","Ammannia coccinea","valley redstem","Dicot","Ammannia","Lythraceae","Loosestrife family","Myrtales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb, Subshrub","Spring","Erect","None","No"
"AMFR","","Amorpha fruticosa","false indigo bush","Dicot","Amorpha","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Climbing","Slight","No"
"ANMA","","Anaphalis margaritacea","western pearly everlasting","Dicot","Anaphalis","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ANGE","","Andropogon gerardii","big bluestem","Monocot","Andropogon","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"ANGL2","","Andropogon glomeratus","bushy bluestem","Monocot","Andropogon","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"ANHA","","Andropogon hallii","sand bluestem","Monocot","Andropogon","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"ANMU","","Anemone multifida","Pacific anemone","Dicot","Anemone","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ANCA10","","Anemopsis californica","yerba mansa","Dicot","Anemopsis","Saururaceae","Lizard's-tail family","Piperales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ANTH2","","Anisacanthus thurberi","Thurber's desert honeysuckle","Dicot","Anisacanthus","Acanthaceae","Acanthus family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Rounded","None","Yes"
"APCA","","Apocynum cannabinum","Indianhemp","Dicot","Apocynum","Apocynaceae","Dogbane family","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Severe","No"
"ARDR","","Arabis drummondii","Drummond's rockcress","Dicot","Arabis","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial, Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ARHO2","","Arabis holboellii","Holboell's rockcress","Dicot","Arabis","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial, Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ARAR2","","Arbutus arizonica","Arizona madrone","Dicot","Arbutus","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring, Summer, Fall","Rounded","None","No"
"ARPA6","","Arctostaphylos patula","greenleaf manzanita","Dicot","Arctostaphylos","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","No"
"ARPU5","","Arctostaphylos pungens","pointleaf manzanita","Dicot","Arctostaphylos","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub, Subshrub","Spring","Erect","None","No"
"ARUV","","Arctostaphylos uva-ursi","kinnikinnick","Dicot","Arctostaphylos","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Prostrate","None","No"
"ARAN7","","Argentina anserina","silverweed cinquefoil","Dicot","Argentina","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"ARCH3","","Arnica chamissonis","Chamisso arnica","Dicot","Arnica","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ARCO9","","Arnica cordifolia","heartleaf arnica","Dicot","Arnica","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"AREL3","","Arrhenatherum elatius","tall oatgrass","Monocot","Arrhenatherum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"ARCA13","","Artemisia cana","silver sagebrush","Dicot","Artemisia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring, Summer, Fall","Erect","None","No"
"ARFR4","","Artemisia frigida","prairie sagewort","Dicot","Artemisia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Fall","Rounded","None","No"
"ARLU","","Artemisia ludoviciana","white sagebrush","Dicot","Artemisia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"ARNO4","","Artemisia nova","black sagebrush","Dicot","Artemisia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Decumbent","None","No"
"ARTR2","","Artemisia tridentata","big sagebrush","Dicot","Artemisia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Semi-Erect","None","No"
"ARTRT","","Artemisia tridentata ssp. tridentata","basin big sagebrush","Dicot","Artemisia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Rounded","None","No"
"ARTRW8","","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","Dicot","Artemisia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"ARDO4","","Arundo donax","giant reed","Monocot","Arundo","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub, Graminoid","Spring, Summer, Fall","Erect","None","No"
"ASSP","","Asclepias speciosa","showy milkweed","Dicot","Asclepias","Asclepiadaceae","Milkweed family","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"ASTU","","Asclepias tuberosa","butterfly milkweed","Dicot","Asclepias","Asclepiadaceae","Milkweed family","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ASLE8","","Astragalus lentiginosus","freckled milkvetch","Dicot","Astragalus","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial, Perennial","Forb/herb, Shrub, Subshrub","Spring and Summer","Erect","Slight","No"
"ATFI","","Athyrium filix-femina","common ladyfern","Fern","Athyrium","Dryopteridaceae","Wood Fern family","Polypodiales","","Filicopsida","","Pteridophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Semi-Erect","None","No"
"ATCA2","","Atriplex canescens","fourwing saltbush","Dicot","Atriplex","Chenopodiaceae","Goosefoot family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","No"
"ATCO","","Atriplex confertifolia","shadscale saltbush","Dicot","Atriplex","Chenopodiaceae","Goosefoot family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Semi-Erect","None","No"
"ATLE","","Atriplex lentiformis","big saltbush","Dicot","Atriplex","Chenopodiaceae","Goosefoot family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Semi-Erect","None","No"
"ATPO","","Atriplex polycarpa","cattle saltbush","Dicot","Atriplex","Chenopodiaceae","Goosefoot family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Summer and Fall","Semi-Erect","None","No"
"AVFA","","Avena fatua","wild oat","Monocot","Avena","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Fall, Winter and Spring","Erect","None","No"
"AVSA","","Avena sativa","common oat","Monocot","Avena","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring and Summer","Erect","None","Yes"
"BARO","","Bacopa rotundifolia","disk waterhyssop","Dicot","Bacopa","Scrophulariaceae","Figwort family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Prostrate","None","No"
"BAHO","","Balsamorhiza hookeri","Hooker's balsamroot","Dicot","Balsamorhiza","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Semi-Erect","None","Yes"
"BASA3","","Balsamorhiza sagittata","arrowleaf balsamroot","Dicot","Balsamorhiza","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"BAHY","","Bassia hyssopifolia","fivehorn smotherweed","Dicot","Bassia","Chenopodiaceae","Goosefoot family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Summer","Erect","None","No"
"BELY","","Berlandiera lyrata","lyreleaf greeneyes","Dicot","Berlandiera","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"BEER","","Berula erecta","cutleaf waterparsnip","Dicot","Berula","Apiaceae","Carrot family","Apiales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Erect","Slight","No"
"BEOC2","","Betula occidentalis","water birch","Dicot","Betula","Betulaceae","Birch family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"BICE","","Bidens cernua","nodding beggartick","Dicot","Bidens","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Spring, Summer, Fall","Erect","None","No"
"BIFR","","Bidens frondosa","devil's beggartick","Dicot","Bidens","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Spring, Summer, Fall","Erect","None","No"
"BILA","","Bidens laevis","smooth beggartick","Dicot","Bidens","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring, Summer, Fall","Erect","None","No"
"BOCY","","Boehmeria cylindrica","smallspike false nettle","Dicot","Boehmeria","Urticaceae","Nettle family","Urticales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"BOBA3","","Bothriochloa barbinodis","cane bluestem","Monocot","Bothriochloa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Erect","None","No"
"BOLA","","Botrychium lanceolatum","lanceleaf grapefern","Fern","Botrychium","Ophioglossaceae","Adder's-tongue family","Ophioglossales","","Filicopsida","","Pteridophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"BOLU","","Botrychium lunaria","common moonwort","Fern","Botrychium","Ophioglossaceae","Adder's-tongue family","Ophioglossales","","Filicopsida","","Pteridophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"BOVI","","Botrychium virginianum","rattlesnake fern","Fern","Botrychium","Ophioglossaceae","Adder's-tongue family","Ophioglossales","","Filicopsida","","Pteridophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"BOCU","","Bouteloua curtipendula","sideoats grama","Monocot","Bouteloua","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"BOER4","","Bouteloua eriopoda","black grama","Monocot","Bouteloua","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Decumbent","None","No"
"BOGR2","","Bouteloua gracilis","blue grama","Monocot","Bouteloua","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Erect","None","No"
"BOHI2","","Bouteloua hirsuta","hairy grama","Monocot","Bouteloua","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Decumbent","None","No"
"BRJU","","Brassica juncea","brown mustard","Dicot","Brassica","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Fall, Winter and Spring","Erect","None","Yes"
"BRRA","","Brassica rapa","field mustard","Dicot","Brassica","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial","Forb/herb","Spring, Summer, Fall","Erect","None","Yes"
"BRAR5","","Bromus arvensis","field brome","Monocot","Bromus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Fall, Winter and Spring","Erect","None","No"
"BRCA6","","Bromus catharticus","rescuegrass","Monocot","Bromus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Graminoid","Fall, Winter and Spring","Erect","None","No"
"BRCI2","","Bromus ciliatus","fringed brome","Monocot","Bromus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"BRIN2","","Bromus inermis","smooth brome","Monocot","Bromus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"BRRU2","","Bromus rubens","red brome","Monocot","Bromus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Fall, Winter and Spring","Decumbent","None","No"
"CAGI","","Caesalpinia gilliesii","bird-of-paradise shrub","Dicot","Caesalpinia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub, Vine","Summer","Erect","None","Yes"
"CACA4","","Calamagrostis canadensis","bluejoint","Monocot","Calamagrostis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"CAER","","Calliandra eriophylla","fairyduster","Dicot","Calliandra","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Rounded","None","No"
"CAIN2","","Callirhoe involucrata","purple poppymallow","Dicot","Callirhoe","Malvaceae","Mallow family","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","Yes"
"CAHE2","","Callitriche hermaphroditica","northern water-starwort","Dicot","Callitriche","Callitrichaceae","Water-starwort family","Callitrichales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Decumbent","None","No"
"CAHE3","","Callitriche heterophylla","twoheaded water-starwort","Dicot","Callitriche","Callitrichaceae","Water-starwort family","Callitrichales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring, Summer, Fall","Decumbent","None","No"
"CAPA52","","Callitriche palustris","vernal water-starwort","Dicot","Callitriche","Callitrichaceae","Water-starwort family","Callitrichales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Decumbent","None","No"
"CALE4","","Caltha leptosepala","white marsh marigold","Dicot","Caltha","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","Slight","Yes"
"CACO6","","Cardamine cordifolia","heartleaf bittercress","Dicot","Cardamine","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"CAAQ","","Carex aquatilis","water sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"CAAT2","","Carex atherodes","wheat sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAAT3","","Carex athrostachya","slenderbeak sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAAU3","","Carex aurea","golden sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CABE3","","Carex bella","southwestern showy sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CACA11","","Carex canescens","silvery sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CADI6","","Carex disperma","softleaf sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Semi-Erect","None","No"
"CADO2","","Carex douglasii","Douglas' sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAFI","","Carex filifolia","threadleaf sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAIN11","","Carex interior","inland sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CALE8","","Carex lenticularis","lakeshore sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"CALEL3","","Carex lenticularis var. lipocarpa","Kellogg's sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAMA13","","Carex mariposana","Mariposa sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAMI7","","Carex microptera","smallwing sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CANE2","","Carex nebrascensis","Nebraska sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAPR5","","Carex praegracilis","clustered field sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
